No, acquistion, image, color Change, brighting, detection, rectification
42, 0.0072934627532958984, 0.004792213439941406, 0.0012662410736083984, 0.006064653396606445, 0.02035379409790039, 0.0004184246063232422
43, 0.007407188415527344, 0.004812717437744141, 0.0012726783752441406, 0.006109952926635742, 0.019541025161743164, 0.00041675567626953125
44, 0.0071218013763427734, 0.0047299861907958984, 0.001361846923828125, 0.006041288375854492, 0.020564556121826172, 0.0004246234893798828
45, 0.007647991180419922, 0.004775524139404297, 0.0012695789337158203, 0.0059473514556884766, 0.018959999084472656, 0.00041365623474121094
46, 0.007252216339111328, 0.004848003387451172, 0.0011246204376220703, 0.006421327590942383, 0.0205535888671875, 0.000415802001953125
47, 0.007227897644042969, 0.004754066467285156, 0.0013365745544433594, 0.006008625030517578, 0.018289566040039062, 0.00042128562927246094
48, 0.007093906402587891, 0.004822254180908203, 0.0012748241424560547, 0.006041288375854492, 0.019510507583618164, 0.0004189014434814453
49, 0.006771087646484375, 0.004753589630126953, 0.001300811767578125, 0.006021976470947266, 0.01845717430114746, 0.0004189014434814453
50, 0.007177829742431641, 0.00474238395690918, 0.0013456344604492188, 0.0060117244720458984, 0.01938033103942871, 0.0003895759582519531
51, 0.0070953369140625, 0.004691123962402344, 0.0012841224670410156, 0.006016731262207031, 0.02108287811279297, 0.0004608631134033203
52, 0.006673574447631836, 0.004826784133911133, 0.0012655258178710938, 0.006061077117919922, 0.020472049713134766, 0.00041937828063964844
53, 0.007104158401489258, 0.005181789398193359, 0.0023546218872070312, 0.006030559539794922, 0.02017688751220703, 0.0004467964172363281
54, 0.007048845291137695, 0.004879474639892578, 0.0012693405151367188, 0.0060579776763916016, 0.020923852920532227, 0.0004162788391113281
55, 0.0073359012603759766, 0.004881143569946289, 0.001270294189453125, 0.006084442138671875, 0.021153688430786133, 0.0004208087921142578
56, 0.007265329360961914, 0.00477147102355957, 0.0013241767883300781, 0.006025791168212891, 0.019815921783447266, 0.0004184246063232422
57, 0.007512331008911133, 0.004715442657470703, 0.0012557506561279297, 0.00606989860534668, 0.021867752075195312, 0.00042057037353515625
58, 0.007098674774169922, 0.0047762393951416016, 0.0013113021850585938, 0.00603032112121582, 0.019993066787719727, 0.00041937828063964844
59, 0.00721287727355957, 0.004839181900024414, 0.0012829303741455078, 0.006075382232666016, 0.02005457878112793, 0.0004146099090576172
60, 0.0071713924407958984, 0.0048329830169677734, 0.0013704299926757812, 0.006007671356201172, 0.020081043243408203, 0.00047397613525390625
61, 0.007442951202392578, 0.0048296451568603516, 0.0013325214385986328, 0.006012678146362305, 0.020937681198120117, 0.00041937828063964844
62, 0.0076830387115478516, 0.004629373550415039, 0.0012760162353515625, 0.006064414978027344, 0.019478321075439453, 0.0004868507385253906
63, 0.007490396499633789, 0.004832267761230469, 0.0010828971862792969, 0.006082057952880859, 0.022925853729248047, 0.00046944618225097656
64, 0.007039785385131836, 0.004735469818115234, 0.0011303424835205078, 0.006071567535400391, 0.021003007888793945, 0.00041747093200683594
65, 0.007104635238647461, 0.00471806526184082, 0.0012738704681396484, 0.0060214996337890625, 0.02023768424987793, 0.00041556358337402344
66, 0.006474971771240234, 0.004732608795166016, 0.0012955665588378906, 0.006091594696044922, 0.021055936813354492, 0.00042057037353515625
67, 0.00658726692199707, 0.004698991775512695, 0.001188039779663086, 0.006073951721191406, 0.020979642868041992, 0.00041866302490234375
68, 0.006469011306762695, 0.00493931770324707, 0.0012607574462890625, 0.006199836730957031, 0.019938945770263672, 0.00043129920959472656
69, 0.007027149200439453, 0.004818916320800781, 0.0012924671173095703, 0.00608372688293457, 0.0190277099609375, 0.00042057037353515625
70, 0.006564140319824219, 0.004735708236694336, 0.001260519027709961, 0.006024599075317383, 0.020083189010620117, 0.00041937828063964844
71, 0.007151603698730469, 0.004792690277099609, 0.001226663589477539, 0.0060465335845947266, 0.02102065086364746, 0.00042247772216796875
72, 0.007574796676635742, 0.00468754768371582, 0.001270294189453125, 0.006050825119018555, 0.02017378807067871, 0.0004367828369140625
73, 0.006998538970947266, 0.004765987396240234, 0.0013375282287597656, 0.006017208099365234, 0.020458698272705078, 0.00041794776916503906
74, 0.007334709167480469, 0.004841327667236328, 0.0013210773468017578, 0.006073951721191406, 0.019792556762695312, 0.0004267692565917969
75, 0.0071599483489990234, 0.004773139953613281, 0.001405477523803711, 0.005959987640380859, 0.01921701431274414, 0.0004191398620605469
76, 0.0073528289794921875, 0.0048065185546875, 0.0011456012725830078, 0.007695913314819336, 0.021403074264526367, 0.00043010711669921875
77, 0.007230281829833984, 0.005445957183837891, 0.0015528202056884766, 0.006229400634765625, 0.022415637969970703, 0.00042438507080078125
78, 0.00665593147277832, 0.004766702651977539, 0.0012810230255126953, 0.00606846809387207, 0.0239565372467041, 0.0004677772521972656
79, 0.0067026615142822266, 0.004849672317504883, 0.0017397403717041016, 0.006918191909790039, 0.02827000617980957, 0.0004448890686035156
80, 0.0073397159576416016, 0.004809856414794922, 0.0013103485107421875, 0.006026268005371094, 0.020462751388549805, 0.00047969818115234375
81, 0.0071980953216552734, 0.005081892013549805, 0.001337289810180664, 0.006054878234863281, 0.020939350128173828, 0.0004684925079345703
82, 0.0069200992584228516, 0.004906892776489258, 0.0012803077697753906, 0.0060291290283203125, 0.019184589385986328, 0.0003905296325683594
83, 0.00654911994934082, 0.004774332046508789, 0.0012664794921875, 0.006018161773681641, 0.02097177505493164, 0.0004177093505859375
84, 0.006331920623779297, 0.00480198860168457, 0.0012695789337158203, 0.006033658981323242, 0.01813530921936035, 0.0004153251647949219
85, 0.00643467903137207, 0.004889488220214844, 0.0012819766998291016, 0.006028175354003906, 0.019650936126708984, 0.0004284381866455078
86, 0.0073812007904052734, 0.0049593448638916016, 0.0012638568878173828, 0.006374359130859375, 0.021334171295166016, 0.00041294097900390625
87, 0.007044792175292969, 0.004761219024658203, 0.0012874603271484375, 0.006076335906982422, 0.020427465438842773, 0.0004100799560546875
88, 0.0076825618743896484, 0.004827976226806641, 0.0012602806091308594, 0.006066083908081055, 0.019347429275512695, 0.0004248619079589844
89, 0.007081270217895508, 0.004980564117431641, 0.0013098716735839844, 0.006038188934326172, 0.01862335205078125, 0.0004146099090576172
90, 0.007207393646240234, 0.004793882369995117, 0.0013172626495361328, 0.006024599075317383, 0.020587444305419922, 0.0004901885986328125
91, 0.007410764694213867, 0.004984140396118164, 0.0013427734375, 0.006288766860961914, 0.021901607513427734, 0.0004353523254394531
92, 0.007284402847290039, 0.0048313140869140625, 0.001275777816772461, 0.006073713302612305, 0.023365020751953125, 0.000507354736328125
93, 0.007136106491088867, 0.004854917526245117, 0.0013251304626464844, 0.006250143051147461, 0.020138263702392578, 0.00042247772216796875
94, 0.0071735382080078125, 0.004876136779785156, 0.00128173828125, 0.006017208099365234, 0.018383026123046875, 0.00041604042053222656
95, 0.0068471431732177734, 0.004858493804931641, 0.0012919902801513672, 0.006070613861083984, 0.020705699920654297, 0.00042557716369628906
96, 0.00735163688659668, 0.0048351287841796875, 0.0012984275817871094, 0.006062984466552734, 0.01953744888305664, 0.0004143714904785156
97, 0.007433176040649414, 0.004854679107666016, 0.0013017654418945312, 0.006067752838134766, 0.02217888832092285, 0.00045800209045410156
98, 0.007191658020019531, 0.004827022552490234, 0.0012753009796142578, 0.006009817123413086, 0.020870685577392578, 0.0004210472106933594
99, 0.016208648681640625, 0.0047740936279296875, 0.0012826919555664062, 0.006060361862182617, 0.021600961685180664, 0.0003952980041503906
100, 0.007178544998168945, 0.004961490631103516, 0.0012526512145996094, 0.006195545196533203, 0.021463394165039062, 0.0004208087921142578
